Timestamp;Log Entry Type;Data
2392;1;3,2,40338,25958,641353,325,62809,19417,70054
2402;1;3,1,-3232,28820,70103
2402;1;3,2,40338,25958,641353,325,62809,19417,70054
2412;1;3,1,-3232,28820,70103
2412;1;3,2,40338,25958,641353,325,62809,19417,70054
2422;1;3,1,-3232,28820,70103
2422;1;3,2,40326,25986,641356,354,63151,19292,70094
2432;1;3,1,-3232,28820,70103
2432;1;3,2,40326,25986,641356,354,63151,19292,70094
2442;1;3,1,-3232,28820,70203
2442;1;3,2,40326,25986,641356,354,63151,19292,70094
2452;1;3,1,-3232,28820,70203
2452;1;3,2,40326,25986,641356,354,63151,19292,70094
2462;1;3,1,-3232,28820,70203
2462;1;3,2,40326,25949,641291,216,62917,19364,70134
2472;1;3,1,-3232,28820,70203
2472;1;3,2,40326,25949,641291,216,62917,19364,70134
2482;1;3,1,-3232,28820,70203
2482;1;3,2,40326,25949,641291,216,62917,19364,70134
2492;1;3,1,-3232,28820,70203
2492;1;3,2,40326,25949,641291,216,62917,19364,70134
2502;1;3,1,-3232,28820,70203
2502;1;3,2,40339,25984,641263,247,62877,19445,70174
2512;1;3,1,-3232,28820,70203
2512;1;3,2,40339,25984,641263,247,62877,19445,70174
2522;1;3,1,-3232,28820,70203
2522;1;3,2,40339,25984,641263,247,62877,19445,70174
2532;1;3,1,-3232,28820,70203
2532;1;3,2,40339,25984,641263,247,62877,19445,70174
2542;1;3,1,-3232,28820,70303
2542;1;3,2,40340,25956,641291,263,63013,19411,70214
2552;1;3,1,-3232,28820,70303
2552;1;3,2,40340,25956,641291,263,63013,19411,70214
2562;1;3,1,-3232,28820,70303
2562;1;3,2,40340,25956,641291,263,63013,19411,70214
2572;1;3,1,-3232,28820,70303
2572;1;3,2,40340,25956,641291,263,63013,19411,70214
2582;1;3,1,-3232,28820,70303
2582;1;3,2,40340,25940,641372,137,62861,19265,70254
2592;1;3,1,-3232,28820,70303
2592;1;3,2,40340,25940,641372,137,62861,19265,70254
2602;1;3,1,-3232,28820,70303
2602;1;3,2,40340,25940,641372,137,62861,19265,70254
2612;1;3,1,-3232,28820,70303
2612;1;3,2,40340,25940,641372,137,62861,19265,70254
2622;1;3,1,-3232,28820,70303
2622;1;3,2,40323,25963,641433,324,63125,19481,70294
2632;1;3,1,-3232,28820,70303
2632;1;3,2,40323,25963,641433,324,63125,19481,70294
2642;1;3,1,-3232,28820,70403
2642;1;3,2,40323,25963,641433,324,63125,19481,70294
2652;1;3,1,-3232,28820,70403
2652;1;3,2,40323,25963,641433,324,63125,19481,70294
2662;1;3,1,-3232,28820,70403
2662;1;3,2,40293,25947,641554,49083,62979,19277,70334
2672;1;3,1,-3232,28820,70403
2672;1;3,2,40293,25947,641554,49083,62979,19277,70334
2682;1;3,1,-3232,28820,70403
2682;1;3,2,40293,25947,641554,49083,62979,19277,70334
2692;1;3,1,-3232,28820,70403
2692;1;3,2,40293,25947,641554,49083,62979,19277,70334
2702;1;3,1,-3232,28820,70403
2702;1;3,2,40323,26011,641670,166,63418,19354,70374
2712;1;3,1,-3232,28820,70403
2712;1;3,2,40323,26011,641670,166,63418,19354,70374
2722;1;3,1,-3232,28820,70403
2722;1;3,2,40323,26011,641670,166,63418,19354,70374
2732;1;3,1,-3232,28820,70403
2732;1;3,2,40323,26011,641670,166,63418,19354,70374
2742;1;3,1,-3232,28820,70503
2742;1;3,2,40364,25984,641501,568,62664,19160,70414
2752;1;3,1,-3232,28820,70503
2752;1;3,2,40364,25984,641501,568,62664,19160,70414
2762;1;3,1,-3232,28820,70503
2762;1;3,2,40364,25984,641501,568,62664,19160,70414
2772;1;3,1,-3232,28820,70503
2772;1;3,2,40364,25984,641501,568,62664,19160,70414
2782;1;3,1,-3232,28820,70503
2782;1;3,2,40268,25973,641318,16630,62668,19215,70454
2792;1;3,1,-3232,28820,70503
2792;1;3,2,40268,25973,641318,16630,62668,19215,70454
2802;1;3,1,-3232,28820,70503
2802;1;3,2,40268,25973,641318,16630,62668,19215,70454
2812;1;3,1,-3232,28820,70503
2812;1;3,2,40268,25973,641318,16630,62668,19215,70454
2822;1;3,1,-3232,28820,70503
2822;1;3,2,40375,25932,641464,16529,62770,19338,70494
2832;1;3,1,-3232,28820,70503
2832;1;3,2,40375,25932,641464,16529,62770,19338,70494
2842;1;3,1,-3232,28820,70603
2842;1;3,2,40375,25932,641464,16529,62770,19338,70494
2852;1;3,1,-3232,28820,70603
2852;1;3,2,40375,25932,641464,16529,62770,19338,70494
2862;1;3,1,-3232,28820,70603
2862;1;3,2,40312,25968,641564,225,63214,19168,70534
2872;1;3,1,-3232,28820,70603
2872;1;3,2,40312,25968,641564,225,63214,19168,70534
2882;1;3,1,-3232,28820,70603
2882;1;3,2,40312,25968,641564,225,63214,19168,70534
2892;1;3,1,-3232,28820,70603
2892;1;3,2,40312,25968,641564,16604,63214,19168,70534
2902;1;3,1,-3232,28820,70603
2902;1;3,2,40371,25988,641450,16604,62873,19368,70574
2912;1;3,1,-3232,28820,70603
2912;1;3,2,40371,25988,641450,16604,62873,19368,70574
