Log Entry,Timestamp,Log Entry Type,Data,Time_s
14918,16240,MOTOR,"0,0",16.24
14963,16280,MOTOR,"0,0",16.28
15009,16320,MOTOR,"0,0",16.32
15054,16360,MOTOR,"0,0",16.36
15099,16400,MOTOR,"0,0",16.4
15144,16440,MOTOR,"0,0",16.44
15189,16480,MOTOR,"0,0",16.48
15238,16520,MOTOR,"0,0",16.52
15283,16560,MOTOR,"0,0",16.56
15328,16600,MOTOR,"0,0",16.6
15373,16640,MOTOR,"0,0",16.64
15418,16680,MOTOR,"0,0",16.68
15464,16720,MOTOR,"0,0",16.72
15509,16760,MOTOR,"0,0",16.76
15554,16800,MOTOR,"0,0",16.8
15599,16840,MOTOR,"0,0",16.84
15644,16880,MOTOR,"0,0",16.88
15690,16920,MOTOR,"0,0",16.92
15735,16960,MOTOR,"0,0",16.96
15783,17000,MOTOR,"0,0",17.0
15828,17040,MOTOR,"0,0",17.04
15873,17080,MOTOR,"0,0",17.08
15919,17120,MOTOR,"0,0",17.12
15964,17160,MOTOR,"0,0",17.16
16009,17200,MOTOR,"0,0",17.2
16054,17240,MOTOR,"0,0",17.24
16099,17280,MOTOR,"0,0",17.28
16144,17320,MOTOR,"0,0",17.32
16190,17360,MOTOR,"0,0",17.36
16235,17400,MOTOR,"0,0",17.4
16280,17440,MOTOR,"0,0",17.44
16325,17480,MOTOR,"0,0",17.48
16373,17520,MOTOR,"0,0",17.52
16419,17560,MOTOR,"0,0",17.56
16464,17600,MOTOR,"0,0",17.6
16509,17640,MOTOR,"0,0",17.64
16554,17680,MOTOR,"0,0",17.68
16599,17720,MOTOR,"0,0",17.72
16645,17760,MOTOR,"0,0",17.76
16690,17800,MOTOR,"0,0",17.8
16735,17840,MOTOR,"0,0",17.84
16780,17880,MOTOR,"0,0",17.88
16825,17920,MOTOR,"0,0",17.92
16871,17960,MOTOR,"0,0",17.96
16919,18000,MOTOR,"0,0",18.0
16964,18040,MOTOR,"0,0",18.04
17009,18080,MOTOR,"0,0",18.08
17054,18120,MOTOR,"0,0",18.12
17100,18160,MOTOR,"0,0",18.16
17145,18200,MOTOR,"0,0",18.2
17190,18240,MOTOR,"0,0",18.24
17235,18280,MOTOR,"0,0",18.28
17280,18320,MOTOR,"0,0",18.32
17326,18360,MOTOR,"0,0",18.36
17371,18400,MOTOR,"0,0",18.4
17416,18440,MOTOR,"0,0",18.44
17461,18480,MOTOR,"0,0",18.48
17509,18520,MOTOR,"0,0",18.52
17555,18560,MOTOR,"0,0",18.56
17600,18600,MOTOR,"0,0",18.6
17645,18640,MOTOR,"0,0",18.64
17690,18680,MOTOR,"0,0",18.68
17735,18720,MOTOR,"0,0",18.72
17781,18760,MOTOR,"0,0",18.76
17826,18800,MOTOR,"0,0",18.8
17871,18840,MOTOR,"0,0",18.84
17916,18880,MOTOR,"0,0",18.88
17961,18920,MOTOR,"0,0",18.92
18007,18960,MOTOR,"0,0",18.96
18055,19000,MOTOR,"0,0",19.0
18100,19040,MOTOR,"0,0",19.04
18145,19080,MOTOR,"0,0",19.08
18190,19120,MOTOR,"0,0",19.12
18236,19160,MOTOR,"0,0",19.16
18281,19200,MOTOR,"0,0",19.2
18326,19240,MOTOR,"0,0",19.24
18371,19280,MOTOR,"0,0",19.28
18416,19320,MOTOR,"0,0",19.32
18461,19360,MOTOR,"0,0",19.36
18507,19400,MOTOR,"0,0",19.4
18552,19440,MOTOR,"0,0",19.44
18597,19480,MOTOR,"0,0",19.48
18645,19520,MOTOR,"0,0",19.52
18690,19560,MOTOR,"0,0",19.56
18736,19600,MOTOR,"0,0",19.6
18781,19640,MOTOR,"0,0",19.64
18826,19680,MOTOR,"0,0",19.68
18871,19720,MOTOR,"0,0",19.72
18916,19760,MOTOR,"0,0",19.76
18962,19800,MOTOR,"0,0",19.8
19007,19840,MOTOR,"0,0",19.84
19052,19880,MOTOR,"0,0",19.88
19097,19920,MOTOR,"0,0",19.92
19142,19960,MOTOR,"0,0",19.96
19191,20000,MOTOR,"0,0",20.0
19236,20040,MOTOR,"0,0",20.04
19281,20080,MOTOR,"0,0",20.08
19326,20120,MOTOR,"0,0",20.12
19371,20160,MOTOR,"0,0",20.16
19417,20200,MOTOR,"0,0",20.2
19462,20240,MOTOR,"0,0",20.24
19507,20280,MOTOR,"0,0",20.28
19552,20320,MOTOR,"0,0",20.32
19597,20360,MOTOR,"0,0",20.36
19643,20400,MOTOR,"0,0",20.4
19688,20440,MOTOR,"0,0",20.44
19733,20480,MOTOR,"0,0",20.48
19781,20520,MOTOR,"0,0",20.52
19826,20560,MOTOR,"0,0",20.56
